,url,title,year,mileage,transmission,color,description,volume,engine,acceleration,fuel,price
65,/car/detail-gzpmklrx-samand-lx-ef7cng-1399,سمند، LX,1399,"61,000 km",دنده ای,نوک مدادی / داخل قهوه ای,Ef7پایه گاز کپسول بزرگ زیمنس بیمه ۱۲ماه .لاستیک ها 80درصد باطری نو گارانتی داره .روکش کفپوش 5 بعدی ماشین خونگیه فروش فوری,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"570,000,000"
66,/car/detail-i7csrskf-samand-lx-ef7cng-1396,سمند، LX,1396,"190,000 km",دنده ای,سفید / داخل قهوه ای, فابریک.فنی در سلامت کامل.کاپوت از رو رنگ.بدون ضربه.,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"480,000,000"
67,/car/detail-bis9ynm5-samand-lx-ef7-1397,سمند، LX,1397,"340,000 km",دنده ای,سفید / داخل قهوه ای,"بیمه ده روز 
لاستیک ۲۰۵ 
تسمه تایم تازه تعویض شده 
ظبط سونی
کفی یه تیکه
شیشه دودی",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"477,000,000"
68,/car/detail-2ty0kqj5-samand-lx-basic-1395,سمند، LX,1395,"60,000 km",دنده ای,سفید / داخل مشکی,  مولتی پلکس لاستیک ۱۰۰ درصد بیمه ۱۲ ماه متور به شرط مکانیک,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"440,000,000"
69,/car/detail-2fczupk0-samand-lx-basic-1398,سمند، LX,1398,"80,000 km",دنده ای,سفید / داخل خاکستری,,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"510,000,000"
70,/car/detail-gfuiucw2-samand-lx-basic-1398,سمند، LX,1398,"80,000 km",دنده ای,سفید / داخل خاکستری,,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"510,000,000"
71,/car/detail-hs0w6egz-samand-lx-ef7cng-1398,سمند، LX,1398,صفر کیلومتر,دنده ای,سفید / داخل قهوه ای,"ماشین صفر و داخل پارکینگ بوده 
خریدار واقعی تماس بگیره",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"710,000,000"
72,/car/detail-pm46fxrh-samand-lx-basic-1392,سمند، LX,1392,"135,000 km",دنده ای,سفید / داخل مشکی,بدنه درب شاگرد به اندازه یه کف دست رفته تو و عقب شاگرد یکم به دیوار مالید خیلی کم ، باطری نو بیمه ثالث جدیدا عوض شده ضبط پاییونیر و قفل چرخ و قفل زاپاس فقط 135 هزار تا رفته فنی سالم و چرخ ها 40 درصد رفته و زاپاس نو . ماشین تمیزه خیلی و فنی سالم همه چیش جدیدا عوض شده!,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"400,000,000"
73,/car/detail-xhgnu9mv-samand-lx-basic-1397,سمند، LX,1397,"70,000 km",دنده ای,آبی / داخل کرم,ماشن در حد صفر استثنایی چند سال خواب بوده کفی سه بعدی موتور کاملا سالم بیمه یک سال,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"510,000,000"
74,/car/detail-wthlbvol-samand-lx-ef7-1394,سمند، LX,1394,"169,000 km",دنده ای,سفید / داخل کرم,ماشین سالم خط و خش جزئی بیمه و معاینه فنی و لاستیک زاپاس نو,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"390,000,000"
75,/car/detail-dau0tf8e-samand-lx-basic-1396,سمند، LX,1396,"130,000 km",دنده ای,سفید / داخل کرم,"ساده سالم
موتور گیربکس سالم
۴ حلقه لاستیک نو ۲۰۵
بیمه ۱۱ ماه
ی گلگیر جلو تعویض کارخانه بدون تصادف",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"430,000,000"
